grass,deer,lion
1414,2799,5
1413,2807,5
1415,2817,5
1422,2824,5
1420,2833,6
1416,2837,6
1414,2855,6
1417,2869,6
1414,2882,6
1423,2884,6
1422,2895,6
1419,2908,6
1424,2918,6
1428,2927,6
1430,2931,6
1434,2940,6
1449,2948,6
1435,2958,6
1449,2974,6
1446,2986,6
1449,2996,6
1448,3006,6
1436,3017,6
1450,3023,6
1446,3038,6
1447,3047,6
1430,3052,6
1444,3059,6
1441,3066,6
1443,3080,6
1449,3092,6
1439,3106,6
1443,3112,6
1457,3117,6
1444,3126,6
1464,3135,6
1460,3146,6
1459,3154,6
1465,3162,6
1459,3167,6
1452,3175,6
1464,3179,7
1448,3187,7
1464,3192,7
1442,3199,7
1467,3208,7
1460,3216,7
1458,3223,7
1460,3228,7
1461,3233,7
1462,3240,7
1469,3246,7
1458,3252,7
1463,3256,7
1456,3261,7
1461,3269,7
1466,3275,7
1465,3280,7
1466,3289,7
1470,3291,7
1465,3295,7
1468,3299,7
1465,3307,7
1467,3310,7
1472,3315,7
1471,3320,7
1464,3321,7
1457,3325,7
1473,3332,7
1469,3336,7
1477,3343,7
1474,3346,7
1471,3346,7
1480,3350,7
1477,3355,7
1475,3359,7
1480,3364,7
1475,3368,7
1477,3371,7
1474,3372,7
1480,3379,7
1477,3385,7
1477,3388,7
1473,3389,7
1467,3391,7
1480,3394,7
1470,3401,7
1474,3409,7
1469,3416,7
1483,3419,7
1481,3423,7
1489,3426,7
1484,3429,7
1490,3432,7
1485,3436,7
1485,3438,7
1486,3440,7
1491,3443,7
1480,3447,7
1492,3451,7
1486,3452,7
1491,3453,7
1488,3457,7
1485,3458,7
1489,3461,7
1484,3461,7
1486,3464,7
1484,3465,7
1487,3467,8
1482,3472,8
1484,3473,8
1491,3474,8
1480,3478,8
1488,3478,8
1483,3481,8
1489,3484,8
1486,3486,8
1490,3487,8
1485,3489,8
1482,3492,8
1476,3493,8
1481,3494,8
1478,3498,8
1482,3501,8
1482,3502,8
1483,3506,8
1478,3509,8
1489,3509,8
1479,3513,8
1480,3518,8
1469,3521,8
1475,3524,8
1480,3527,8
1477,3530,8
1468,3535,8
1481,3537,8
1472,3543,8
1485,3546,8
1474,3548,8
1479,3551,8
1491,3556,8
1479,3556,8
1487,3560,8
1479,3561,8
1482,3564,8
1474,3568,8
1482,3573,8
1473,3574,8
1479,3577,8
1483,3578,8
1477,3578,8
1487,3581,8
1486,3583,8
1487,3584,8
1478,3590,8
1487,3592,8
1486,3594,8
1494,3595,8
1481,3598,8
1489,3599,8
1484,3602,8
1481,3604,8
1484,3607,8
1485,3608,8
1484,3609,8
1483,3612,8
1480,3615,8
1481,3618,8
1481,3622,8
1480,3627,8
1473,3632,8
1484,3633,8
1476,3634,8
1478,3636,8
1488,3638,8
1477,3638,8
1487,3641,8
1481,3649,8
1493,3650,8
1487,3652,9
1493,3655,9
1477,3658,9
1491,3659,9
1486,3661,9
1484,3663,9
1489,3666,9
1485,3666,9
1491,3667,9
1480,3670,9
1485,3671,9
1486,3673,9
1480,3676,9
1484,3680,9
1487,3682,9
1492,3685,9
1491,3686,9
1491,3690,9
1480,3691,9
1488,3693,9
1482,3698,9
1482,3700,9
1487,3704,9
1481,3706,9
1492,3710,9
1487,3713,9
1487,3714,9
1489,3716,9
1481,3717,9
1485,3720,9
1489,3723,9
1481,3728,9
1484,3729,9
1480,3731,9
1485,3732,9
1480,3737,9
1487,3737,9
1476,3739,9
1487,3741,9
1479,3745,9
1490,3748,9
1480,3751,9
1484,3754,9
1477,3759,9
1483,3762,9
1487,3766,9
1484,3768,9
1483,3769,9
1484,3772,9
1480,3774,9
1487,3775,9
1480,3777,9
1483,3778,9
1476,3780,9
1477,3782,10
1476,3784,10
1488,3786,10
1483,3789,11
1489,3791,11
1478,3785,11
1490,3787,11
1476,3788,11
1485,3788,11
1479,3787,12
1478,3787,12
1485,3791,13
1473,3792,14
1482,3794,14
1474,3798,14
1489,3801,15
1484,3801,15
1480,3803,15
1488,3806,16
1482,3808,16
1482,3811,16
1479,3817,16
1480,3818,16
1478,3821,16
1468,3822,16
1478,3826,16
1471,3834,16
1475,3836,16
1468,3839,16
1479,3843,16
1474,3848,17
1481,3851,17
1475,3856,17
1483,3857,17
1486,3859,17
1488,3861,17
1484,3863,17
1483,3864,17
1482,3868,17
1474,3872,18
1480,3873,19
1477,3875,19
1472,3879,19
1479,3883,19
1481,3888,20
1488,3889,20
1475,3889,20
1483,3892,22
1483,3893,22
1491,3892,23
1482,3892,23
1487,3897,23
1487,3898,24
1482,3899,24
1483,3900,25
1485,3900,26
1481,3902,27
1475,3903,29
1487,3904,30
1481,3903,30
1483,3905,32
1480,3904,32
1482,3903,32
1489,3904,32
1485,3903,32
1487,3888,33
1485,3890,33
1480,3892,35
1486,3892,36
1483,3894,37
1484,3895,39
1483,3898,39
1483,3901,40
1490,3900,40
1484,3901,41
1485,3905,41
1486,3906,41
1488,3907,41
1487,3911,41
1486,3915,41
1494,3916,41
1488,3916,41
1489,3918,41
1490,3919,41
1481,3921,41
1489,3926,41
1489,3928,41
1490,3931,41
1485,3935,41
1491,3935,42
1488,3938,42
1489,3939,42
1487,3941,42
1491,3943,42
1490,3946,42
1483,3949,42
1483,3951,42
1487,3951,42
1486,3953,42
1487,3954,42
1485,3954,42
1485,3958,42
1483,3959,42
1485,3960,42
1489,3960,42
1482,3961,42
1485,3962,42
1487,3963,42
1486,3965,42
1486,3968,42
1484,3970,42
1481,3973,42
1487,3974,42
1488,3978,42
1485,3981,42
1488,3982,42
1484,3983,42
1486,3985,42
1487,3987,42
1484,3990,42
1481,3991,42
1483,3992,42
1477,3995,42
1483,3996,43
1477,3997,43
1484,3965,43
1480,3971,44
1483,3977,44
1478,3982,44
1481,3984,44
1466,3987,44
1477,3991,44
1479,3995,44
1483,3999,44
1482,4000,44
1481,4003,44
1477,4006,44
1472,4008,44
1482,4013,44
1471,4017,44
1479,4021,44
1469,4024,44
1482,4029,44
1470,4029,44
1484,4033,44
1470,4036,44
1474,4038,44
1472,4043,44
1472,4047,44
1477,4049,44
1477,4050,44
1481,4058,44
1482,4060,44
1482,4063,44
1472,4069,44
1470,4074,44
1470,4076,44
1476,4081,44
1475,4082,44
1478,4085,44
1469,4090,44
1473,4093,44
1481,4099,44
1470,4103,45
1483,4107,45
1473,4111,45
1481,4115,45
1473,4122,45
1486,4124,45
1476,4126,45
1488,4132,45
1478,4135,45
1485,4140,45
1476,4142,45
1489,4144,45
1482,4145,45
1486,4146,45
1481,4148,45
1486,4149,45
1490,4151,45
1485,4153,45
1486,4153,45
1485,4155,45
1492,4158,45
1484,4160,45
1486,4118,45
1487,4120,45
1487,4124,45
1486,4126,45
1489,4128,45
1484,4129,45
1487,4132,45
1483,4134,45
1490,4137,45
1481,4140,45
1489,4143,45
1484,4143,45
1487,4150,45
1485,4152,45
1487,4154,45
1486,4156,45
1482,4157,45
1491,4157,45
1491,4161,45
1486,4162,45
1491,4165,45
1492,4165,45
1485,4167,45
1488,4169,45
1486,4171,45
1491,4172,45
1491,4173,45
1490,4173,45
1488,4174,45
1488,4176,45
1485,4177,45
1483,4179,45
1484,4182,45
1490,4184,45
1486,4185,45
1489,4186,45
1490,4188,45
1486,4191,45
1491,4194,45
1488,4196,45
1492,4196,45
1489,4199,45
1490,4199,45
1489,4200,45
1496,4200,45
1492,4200,45
1496,4200,45
1494,4201,45
1496,4202,45
1493,4203,45
1493,4204,45
1491,4204,45
1490,4204,45
1489,4208,45
1491,4210,45
1489,4211,45
1492,4212,45
1495,4212,45
1489,4213,45
1493,4216,45
1492,4136,45
1492,4136,45
1485,4138,45
1495,4141,45
1492,4142,45
1495,4144,45
1489,4145,45
1489,4146,45
1495,4148,45
1495,4151,45
1496,4151,45
1494,4153,45
1495,4153,45
1489,4153,45
1495,4153,45
1491,4153,45
1494,4155,45
1492,4155,45
1489,4157,45
1493,4160,45
1493,4161,45
1485,4163,45
1488,4165,45
1492,4167,45
1491,4168,45
1489,4169,45
1487,4171,45
1490,4172,45
1489,4174,45
1491,4175,45
1492,4176,45
1488,4176,45
1493,4178,45
1490,4181,45
1493,4183,46
1494,4183,46
1488,4183,46
1492,4182,46
1483,4181,46
1483,4180,47
1486,4179,48
1483,4178,48
1480,4179,49
1487,4182,50
1486,4180,50
1485,4180,51
1492,4181,51
1485,4179,52
1487,4186,53
1484,4186,54
1479,4189,54
1478,4189,54
1486,4191,55
1481,4192,55
1482,4192,55
1481,4195,55
1480,4197,55
1485,4199,55
1483,4202,56
1485,4207,56
1488,4038,57
1482,4037,57
1486,4036,57
1485,4038,58
1480,4039,60
1487,4040,60
1475,4041,60
1483,4043,62
1473,4042,63
1476,4039,63
1472,4041,65
1480,4038,68
1474,4037,68
1482,4036,69
1472,4037,69
1481,4042,71
1481,4047,73
1473,4045,73
1476,4049,75
1483,4051,78
1477,4054,79
1476,4062,80
1477,4065,80
1480,4069,80
1475,4070,81
1484,4072,81
1477,4073,82
1481,4073,82
1478,4078,82
1485,4078,84
1480,4076,85
1484,4080,86
1476,4078,86
1478,4076,86
1476,4073,86
1473,4070,86
1478,4071,90
1469,4067,92
1481,4066,96
1477,4069,97
1478,4072,101
1476,4069,102
1481,4070,103
1478,4071,104
1477,4075,105
1481,4079,106
1482,4082,106
1479,4089,107
1476,4092,107
1481,4097,107
1476,4100,107
1481,4103,107
1481,4110,107
1480,4113,107
1477,4116,107
1479,4120,107
1477,4123,108
1470,4127,109
1477,4133,109
1466,4136,110
1476,3777,110
1477,3779,110
1480,3785,110
1476,3788,110
1480,3791,110
1479,3794,110
1478,3796,110
1476,3801,110
1474,3804,110
1477,3810,110
1472,3814,110
1481,3814,111
1473,3822,111
1481,3826,111
1467,3828,111
1477,3829,111
1479,3835,111
1473,3836,111
1481,3837,112
1479,3841,112
1484,3845,112
1472,3846,112
1481,3849,112
1468,3853,112
1478,3856,112
1475,3861,112
1473,3864,113
1483,3864,113
1474,3865,113
1481,3871,113
1479,3870,114
1478,3873,115
1477,3871,115
1477,3870,116
1473,3874,116
1483,3878,117
1469,3881,118
1482,3884,118
1474,3887,118
1481,3889,119
1473,3893,120
1478,3893,121
1480,3893,123
1481,3894,125
1474,3903,125
1490,3906,126
1479,3908,126
1488,3909,126
1487,3911,126
1490,3913,126
1485,3915,127
1488,3915,128
1487,3914,128
1486,3913,128
1494,3917,128
1485,3920,128
1492,3923,128
1490,3924,129
1490,3924,129
1490,3923,129
1487,3319,130
1492,3318,130
1486,3320,132
1491,3318,132
1493,3319,132
1487,3318,133
1492,3317,133
1489,3318,134
1490,3316,136
1485,3314,137
1494,3311,137
1491,3312,137
1489,3311,137
1491,3311,137
1488,3307,137
1489,3304,137
1488,3301,139
1489,3302,139
1490,3300,140
1488,3301,140
1494,3300,141
1494,3299,142
1490,3301,142
1490,3300,143
1492,3299,144
1482,3297,146
1488,3297,148
1487,3294,149
1487,3294,149
1493,3291,151
1494,3290,151
1492,3289,153
1490,3288,153
1494,3285,154
1495,3282,156
1495,3279,158
1490,3273,160
1493,3267,161
1491,3262,166
1498,3255,168
1493,3250,171
1496,3244,173
1497,3236,176
1495,3225,180
1492,3213,183
1492,3201,187
1495,3185,193
1495,3174,202
1491,3162,206
1494,3154,210
1493,3147,214
1493,3142,216
1493,3138,222
1493,3137,225
1492,3135,226
1493,3136,230
1491,3131,230
1495,3126,232
1492,3121,238
1492,3117,239
1492,2805,241
1493,2801,245
1493,2799,250
1486,2793,252
1488,2784,255
1490,2776,260
1488,2769,262
1495,2766,265
1487,2766,265
1492,2766,266
1495,2768,266
1490,2768,268
1490,2769,268
1492,2770,269
1491,2771,270
1493,2773,272
1488,2773,273
1490,2773,274
1490,2774,275
1489,2773,276
1489,2773,277
1492,2773,278
1493,2777,278
1493,2779,278
1491,2779,278
1492,2780,280
1492,2782,280
1495,2782,280
1495,2783,280
1498,2784,280
1497,2785,280
1496,2786,280
1497,2788,280
1495,2788,280
1495,2788,280
1496,2789,280
1497,2789,280
1496,2789,280
1495,2791,280
1498,2793,280
1495,2793,280
1496,2793,280
1498,2793,280
1498,2793,280
1499,2793,280
1495,2793,280
1495,2793,280
1494,2794,280
1495,2795,280
1497,2796,280
1497,2796,280
1497,2796,280
1494,2797,280
1497,2797,280
1495,2796,280
1497,2796,280
1496,2796,280
1495,2798,280
1497,2797,281
1494,2797,281
1495,2556,281
1493,2556,281
1496,2557,282
1492,2556,282
1495,2556,283
1495,2557,283
1497,2558,283
1497,2559,283
1497,2560,283
1494,2559,284
1496,2558,284
1494,2558,285
1493,2555,285
1493,2554,286
1495,2551,286
1496,2549,286
1496,2547,286
1497,2545,287
1499,2542,288
1497,2542,288
1499,2542,288
1495,2542,288
1497,2540,288
1495,2538,288
1497,2538,289
1493,2534,289
1497,2531,290
1495,2529,292
1491,2526,293
1496,2519,295
1494,2511,297
1490,2507,300
1495,2497,302
1491,2490,307
1492,2483,310
1495,2478,316
1489,2472,318
1485,2465,318
1488,2463,319
1491,2463,322
1488,2463,325
1494,2462,327
1492,2462,329
1489,2463,329
1492,2463,330
1491,2462,332
1488,2461,333
1495,2461,333
1488,2462,335
1493,2460,338
1489,2460,338
1488,2460,339
1486,2456,339
1493,2454,340
1490,2453,340
1496,2454,341
1487,2455,342
1490,2455,344
1488,2456,344
1490,2452,345
1488,2282,346
1489,2277,352
1490,2268,354
1492,2260,359
1492,2252,362
1493,2241,363
1490,2233,366
1490,2227,372
1494,2220,374
1489,2214,375
1493,2211,381
1496,2203,388
1490,2200,389
1496,2195,392
1495,2187,393
1496,2183,396
1495,2175,402
1494,2164,404
1494,2155,407
1494,2147,408
1496,2143,411
1489,2139,411
1495,2132,414
1489,2124,418
1489,2114,421
1494,2108,427
1482,2101,431
1485,2096,433
1482,2095,438
1479,2091,441
1481,2087,442
1486,2083,443
1486,2082,447
1484,2080,449
1485,2078,450
1484,2075,453
1486,2070,454
1486,2064,456
1480,2060,460
1483,2058,461
1483,2051,464
1484,2046,465
1490,2043,469
1476,2035,471
1481,2028,475
1481,2018,482
1479,2008,486
1480,2001,491
1481,1992,496
1480,1981,500
1481,1975,503
1477,1968,505
1477,1961,512
1477,1956,515
1482,1946,518
1485,1937,524
1484,1928,526
1476,1928,528
1488,1927,533
1482,1923,534
1485,1757,539
1477,1745,545
1474,1733,550
1479,1724,555
1481,1714,561
1473,1708,564
1477,1698,566
1469,1687,569
1483,1675,572
1471,1672,573
1476,1669,579
1477,1667,586
1478,1668,593
1474,1662,597
1476,1660,597
1476,1659,599
1471,1658,602
1476,1658,604
1472,1658,606
1483,1660,607
1471,1658,609
1473,1658,613
1469,1658,615
1484,1659,619
1473,1657,621
1482,1655,622
1475,1653,625
1473,1650,628
1481,1643,636
1483,1639,640
1488,1640,641
1486,1640,644
1482,1638,645
1482,1633,646
1471,1632,646
1478,1630,648
1481,1628,649
1474,1628,652
1478,1626,655
1483,1620,661
1485,1620,663
1486,1617,664
1489,1618,667
1483,1618,672
1489,1619,674
1486,1621,676
1476,1619,677
1478,1617,678
1488,1616,679
1488,1617,679
1483,1617,680
1483,1615,681
1489,1612,683
1481,1607,685
1483,1606,687
1483,1599,687
1487,1598,690
1493,1597,692
1493,1598,693
1491,1600,694
1489,1543,698
1488,1544,701
1493,1540,701
1493,1537,702
1492,1532,704
1491,1530,706
1492,1527,709
1491,1524,710
1485,1522,712
1486,1520,712
1493,1522,713
1489,1522,716
1492,1516,717
1489,1511,720
1491,1510,721
1487,1509,722
1489,1509,722
1488,1506,724
1493,1505,726
1493,1502,729
1492,1500,731
1494,1496,733
1493,1492,733
1488,1492,735
1497,1491,736
1493,1486,737
1489,1480,738
1493,1474,739
1488,1471,741
1488,1465,743
1487,1463,745
1488,1462,748
1492,1459,748
1492,1459,749
1496,1458,750
1495,1456,751
1498,1453,754
1493,1449,755
1491,1447,757
1496,1445,760
1494,1444,763
1494,1440,763
1497,1433,763
1495,1431,767
1496,1432,767
1497,1431,768
1499,1428,769
1496,1427,771
1496,1422,772
1496,1415,773
1496,1403,774
1496,1391,774
1498,1381,779
1499,1368,781
1497,1365,784
1494,1361,786
1499,1359,791
1497,1358,792
1498,1358,794
1496,1357,794
1496,1303,796
1496,1303,798
1496,1302,798
1499,1302,800
1497,1301,802
1496,1299,804
1498,1298,806
1496,1298,806
1497,1298,807
1499,1298,808
1497,1298,808
1497,1298,809
1496,1300,810
1499,1300,811
1494,1300,811
1497,1294,811
1495,1287,812
1494,1277,813
1499,1270,815
1494,1269,817
1499,1268,819
1496,1268,819
1495,1267,822
1494,1269,822
1495,1270,822
1492,1270,822
1495,1270,824
1493,1272,826
1491,1273,827
1493,1275,827
1489,1275,829
1492,1276,829
1486,1276,829
1493,1278,829
1486,1279,830
1490,1282,830
1492,1282,830
1491,1284,830
1489,1285,830
1489,1286,830
1489,1289,830
1492,1290,830
1492,1293,830
1493,1296,830
1490,1297,830
1485,1297,830
1487,1299,830
1487,1302,830
1490,1302,830
1484,1306,830
1484,1305,830
1488,1307,830
1492,1306,830
1491,1308,831
1494,1308,831
1494,1309,831
1492,1312,831
1491,1313,831
1488,1313,831
1490,1314,831
1489,1274,831
1487,1276,831
1488,1278,831
1493,1279,831
1488,1279,831
1490,1280,831
1492,1280,831
1490,1284,831
1496,1285,831
1489,1288,831
1489,1290,832
1494,1290,832
1488,1292,833
1490,1292,833
1492,1289,833
1494,1287,834
1490,1288,834
1496,1287,835
1498,1286,835
1493,1283,837
1497,1281,837
1494,1281,838
1498,1280,839
1494,1280,840
1493,1279,842
1495,1279,842
1496,1279,842
1493,1279,842
1496,1281,842
1494,1282,842
1494,1281,842
1494,1278,844
1497,1277,844
1497,1276,844
1493,1275,845
1496,1271,845
1496,1269,846
1493,1268,847
1494,1266,850
1496,1266,850
1495,1267,852
1493,1268,852
1492,1268,855
1492,1268,855
1491,1265,855
1493,1264,855
1489,1265,856
1493,1264,856
1492,1264,856
1491,1264,856
1491,1265,858
1496,1268,859
1493,1268,860
1497,1269,860
1499,1270,860
1496,1274,860
1494,1276,860
1498,1276,860
1499,1276,860
1498,1276,860
1499,1230,861
1494,1230,861
1496,1229,861
1494,1229,861
1496,1229,862
1497,1230,862
1496,1230,862
1497,1230,863
1496,1229,863
1496,1229,864
1493,1229,864
1495,1227,864
1495,1229,864
1492,1228,864
1496,1227,865
1496,1227,865
1496,1227,866
1495,1227,866
1494,1226,866
1494,1226,866
1495,1225,868
1494,1224,868
1496,1224,868
1495,1223,868
1495,1223,869
1494,1223,869
1497,1222,869
1498,1221,869
1497,1222,869
1499,1223,870
1497,1221,870
1499,1222,870
1498,1222,871
1494,1221,871
1497,1219,871
1498,1217,871
1496,1218,872
1497,1216,872
1496,1216,872
1497,1215,873
1494,1214,874
1498,1214,874
1494,1213,874
1496,1210,874
1498,1209,874
1496,1209,874
1494,1208,874
1496,1208,874
1497,1208,875
1499,1206,875
1497,1205,875
1499,1204,876
1499,1204,877
1499,1204,877
1497,1206,878
1499,1206,879
1496,1205,879
1495,1204,880
1497,1203,880
1497,1203,881
1499,1131,877
1497,1132,879
1495,1131,879
1496,1131,879
1496,1130,879
1494,1130,879
1500,1130,879
1496,1130,880
1497,1129,880
1499,1127,880
1498,1126,881
1493,1125,881
1496,1124,881
1497,1123,883
1498,1122,883
1497,1120,883
1498,1119,884
1499,1117,887
1497,1116,888
1497,1115,888
1494,1114,888
1498,1111,888
1495,1112,888
1499,1112,889
1496,1110,890
1499,1108,890
1499,1107,891
1497,1106,891
1498,1105,891
1495,1104,892
1497,1107,892
1498,1107,894
1497,1107,895
1498,1108,895
1496,1108,895
1498,1108,895
1495,1109,895
1495,1109,895
1498,1109,895
1497,1109,895
1497,1109,895
1498,1110,895
1494,1108,896
1497,1108,897
1497,1110,897
1497,1110,897
1498,1108,897
1496,1109,897
1497,1109,898
1497,1109,898
1495,1113,898
1494,1113,898
1496,1113,898
1495,1115,898
1496,1115,898
1494,1117,898
1496,1115,898
1498,1116,899
1500,1116,899
1496,1116,899
1499,983,896
1499,984,896
1499,984,896
1497,984,896
1497,984,896
1500,984,896
1498,984,896
1498,984,896
1497,985,896
1499,986,896
1499,986,896
1500,987,896
1500,987,896
1497,987,896
1500,987,896
1496,988,896
1499,988,896
1497,988,896
1499,988,896
1494,988,896
1498,988,896
1496,988,896
1493,987,896
1493,987,896
1498,987,896
1499,987,896
1499,988,896
1499,988,896
1499,988,896
1497,987,896
1500,986,896
1497,986,896
1496,986,896
1499,985,897
1497,984,897
1500,983,898
1497,982,899
1500,982,899
1498,981,899
1499,980,899
1500,980,900
1497,979,900
1498,979,900
1500,979,900
1498,979,901
