grass,deer,lion
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
450,300,3
225,300,3
225,300,3
225,300,3
225,300,3
225,300,3
225,300,3
225,300,3
225,300,3
225,300,3
225,300,3
225,300,3
225,300,3
225,301,3
225,301,3
225,301,3
225,302,3
225,302,3
225,302,3
225,302,3
225,302,3
225,303,3
225,303,3
225,303,3
225,303,3
225,303,3
225,303,3
225,303,3
225,303,3
225,303,3
225,303,3
225,303,3
225,303,3
225,304,3
225,304,3
225,305,3
225,305,3
225,305,3
225,305,3
225,305,3
225,305,3
225,305,3
225,305,3
225,305,3
225,305,3
225,305,3
225,305,3
225,305,3
225,305,3
225,305,3
225,305,3
225,305,3
225,305,3
225,305,3
225,305,3
225,305,3
225,305,3
225,305,3
225,305,3
225,305,3
225,306,3
186,306,3
186,306,3
186,306,3
186,306,3
186,306,3
186,306,3
186,306,3
186,306,3
186,306,3
186,306,3
186,306,3
186,307,3
186,307,3
186,307,3
186,307,3
186,307,3
186,307,3
186,308,3
186,308,3
186,309,3
186,310,3
186,311,3
186,311,3
186,311,3
186,313,3
186,313,3
186,313,3
186,313,3
186,313,3
186,313,3
186,313,3
186,314,3
186,314,3
186,314,3
186,314,3
186,314,3
186,314,3
186,314,3
186,314,3
186,314,3
186,314,3
186,314,3
186,315,3
186,315,4
186,316,4
186,316,6
186,316,6
186,316,8
186,316,9
186,317,9
186,317,9
186,317,9
186,318,9
186,318,9
186,318,9
186,318,9
186,318,9
186,318,9
186,318,9
186,318,9
190,303,9
190,304,9
190,304,9
190,304,9
190,304,9
190,304,9
190,304,9
190,304,9
190,304,9
190,305,9
190,305,9
190,305,9
190,305,9
190,305,9
190,305,9
190,306,9
190,306,9
190,307,9
190,307,9
190,307,9
190,307,9
190,307,9
190,307,9
190,307,9
190,307,9
190,307,9
190,307,9
190,307,9
190,307,9
190,307,9
190,307,9
190,307,9
190,307,9
190,308,9
190,308,9
190,308,9
190,310,9
190,310,9
190,310,9
190,310,9
190,310,9
190,310,9
190,310,9
190,310,9
190,310,9
190,310,9
190,310,9
190,310,9
190,310,9
190,310,9
190,310,9
190,310,9
190,310,9
190,310,9
190,310,9
190,311,9
190,311,9
190,311,9
190,311,9
190,311,9
195,311,9
195,311,9
195,311,9
195,311,9
195,311,9
195,311,9
195,312,9
195,312,9
195,312,9
195,313,9
195,313,9
195,313,9
195,314,9
195,314,9
195,314,9
195,314,9
195,314,9
195,314,9
195,315,9
195,315,9
195,315,9
195,315,9
195,315,9
195,316,9
195,316,9
195,316,9
195,316,9
195,316,9
195,316,9
195,316,9
195,316,9
195,316,9
195,317,9
195,317,9
195,318,9
195,318,9
195,318,9
195,318,9
195,318,9
195,318,9
195,318,9
195,319,9
195,320,9
195,320,9
195,320,9
195,320,9
195,320,9
195,320,9
195,321,9
195,321,9
